customer_id,name,company,email,subscription_plan,mrr,signup_date,subscription_age_months,total_tickets,unresolved_tickets,escalated_tickets,avg_csat,avg_resolution_hours,payment_delay_days,product_usage_score,health_score,churn_risk_score,churn_flag
CUST-0167,Chris Johnson,Vanguard AI,chris.johnson@vanguardai.com,Pro,199.0,2025-04-03,15,2,1,0,2.5,5.6,0,62.8,68,31.72,0
CUST-0168,Riley Taylor,Synergy Tech,riley.taylor@synergytech.com,Enterprise,799.0,2025-07-17,11,3,2,0,2.0,20.8,0,82.7,58,41.73,0
CUST-0169,Liam Miller,Starlight Systems,liam.miller@starlightsystems.com,Starter,49.0,2025-07-11,11,10,6,1,3.1,41.65,0,86.4,25,74.56,0
CUST-0170,Siddharth Brown,InnoWave,siddharth.brown@innowave.com,Pro,199.0,2025-07-03,12,8,5,1,3.0,29.6,0,83.3,32,67.67,0
CUST-0171,Aarav Chen,ByteWorks,aarav.chen@byteworks.com,Pro,199.0,2025-03-04,16,10,3,4,2.5,34.6,14,47.1,2,97.69,1
CUST-0172,Rohan Davis,Vanguard AI,rohan.davis@vanguardai.com,Enterprise,799.0,2025-01-06,18,9,5,3,2.22,26.02,14,41.3,0,100.0,1
CUST-0173,Jordan Taylor,CloudScale,jordan.taylor@cloudscale.com,Starter,49.0,2025-04-25,14,5,3,3,2.0,21.65,0,30.7,15,84.93,1
CUST-0174,Casey Brown,Acme Corp,casey.brown@acmecorp.com,Enterprise,799.0,2025-03-12,15,8,6,2,2.38,38.2,25,29.3,0,100.0,1
CUST-0175,Liam Taylor,Horizon Labs,liam.taylor@horizonlabs.com,Pro,199.0,2025-08-31,10,6,2,3,2.83,23.85,7,87.1,31,68.82,0
CUST-0176,Dakota Anderson,Synergy Tech,dakota.anderson@synergytech.com,Enterprise,799.0,2025-02-10,16,6,4,2,2.83,22.5,25,42.3,9,90.1,1
CUST-0177,Pat Chen,Starlight Systems,pat.chen@starlightsystems.com,Enterprise,799.0,2025-08-02,11,5,2,0,3.2,54.4,0,45.9,56,43.81,0
CUST-0178,Emily Brown,InnoWave,emily.brown@innowave.com,Enterprise,799.0,2025-08-20,10,6,2,2,3.83,11.38,3,62.0,49,50.93,0
CUST-0179,Liam Kim,DataFlow,liam.kim@dataflow.com,Starter,49.0,2025-01-04,18,4,1,0,3.75,31.87,0,70.9,79,20.91,0
CUST-0180,Jordan Davis,TechPulse,jordan.davis@techpulse.com,Pro,199.0,2025-10-03,9,6,3,2,2.67,27.3,25,80.6,20,79.61,0
CUST-0181,Chris Garcia,Acme Corp,chris.garcia@acmecorp.com,Enterprise,799.0,2025-02-21,16,4,2,2,1.75,12.9,0,89.3,36,63.07,0
CUST-0182,Priya Davis,CloudScale,priya.davis@cloudscale.com,Starter,49.0,2025-01-09,17,8,3,5,2.12,21.64,0,41.8,0,100.0,1
CUST-0183,Noah Kim,ByteWorks,noah.kim@byteworks.com,Enterprise,799.0,2025-04-30,14,10,2,2,3.9,13.11,25,92.4,39,60.56,0
CUST-0184,Pat Rodriguez,Starlight Systems,pat.rodriguez@starlightsystems.com,Pro,199.0,2025-02-10,16,7,6,2,2.0,2.3,7,45.7,0,100.0,1
CUST-0185,Noah Williams,ByteWorks,noah.williams@byteworks.com,Starter,49.0,2025-03-05,16,8,5,1,3.25,25.33,0,23.7,28,71.63,0
CUST-0186,Noah Patel,TechPulse,noah.patel@techpulse.com,Pro,199.0,2025-04-18,14,8,3,2,2.38,16.96,0,56.8,30,69.32,0
CUST-0187,Alex Verma,Vanguard AI,alex.verma@vanguardai.com,Enterprise,799.0,2025-05-17,13,9,6,1,2.67,27.33,0,25.2,15,84.15,1
CUST-0188,Dakota Thomas,Nexus Solutions,dakota.thomas@nexussolutions.com,Starter,49.0,2025-08-17,10,3,1,0,3.33,33.6,0,78.6,76,23.47,0
CUST-0189,Aarav Davis,Vanguard AI,aarav.davis@vanguardai.com,Enterprise,799.0,2025-02-03,17,7,3,1,2.71,11.82,3,55.2,41,58.57,0
CUST-0190,Morgan Rodriguez,Horizon Labs,morgan.rodriguez@horizonlabs.com,Enterprise,799.0,2025-09-02,10,5,2,2,2.4,46.63,0,25.5,35,64.25,0
CUST-0191,Noah Johnson,Horizon Labs,noah.johnson@horizonlabs.com,Pro,199.0,2025-08-23,10,4,2,0,2.75,14.25,0,24.4,58,41.56,0
CUST-0192,Liam Sharma,Vanguard AI,liam.sharma@vanguardai.com,Pro,199.0,2025-03-18,15,8,5,3,2.12,24.47,0,29.5,0,100.0,1
CUST-0193,Chris Smith,Synergy Tech,chris.smith@synergytech.com,Pro,199.0,2025-06-10,12,3,1,0,3.33,11.65,0,87.4,77,22.59,0
CUST-0194,Dakota Thomas,Nexus Solutions,dakota.thomas@nexussolutions.com,Starter,49.0,2025-10-23,8,9,1,4,2.56,24.6,0,45.3,26,73.03,0
CUST-0195,Morgan Brown,TechPulse,morgan.brown@techpulse.com,Enterprise,799.0,2025-06-06,13,9,5,1,3.22,14.97,0,92.0,34,65.02,0
CUST-0196,Rohan Anderson,Horizon Labs,rohan.anderson@horizonlabs.com,Starter,49.0,2025-09-03,10,9,4,4,2.0,21.94,0,57.3,0,100.0,1
CUST-0197,Rohan Brown,Nexus Solutions,rohan.brown@nexussolutions.com,Starter,49.0,2025-03-21,15,6,3,1,3.5,17.5,14,25.5,38,61.85,0
CUST-0198,Morgan Smith,TechPulse,morgan.smith@techpulse.com,Starter,49.0,2025-06-26,12,10,5,3,2.5,22.42,7,32.0,0,100.0,1
CUST-0199,Olivia Brown,ByteWorks,olivia.brown@byteworks.com,Starter,49.0,2025-05-10,13,9,7,4,2.33,32.35,0,28.4,0,100.0,1
CUST-0200,Sam Mahato,Acme Corp,sam.mahato@acmecorp.com,Enterprise,799.0,2025-02-01,17,5,2,1,2.6,14.83,0,66.4,51,48.56,0
CUST-0201,Riley Miller,Synergy Tech,riley.miller@synergytech.com,Starter,49.0,2025-01-01,18,7,3,4,2.14,39.95,3,16.7,3,96.99,1
CUST-0202,Chris Verma,QuantumSoft,chris.verma@quantumsoft.com,Enterprise,799.0,2025-04-07,15,3,1,0,3.67,10.1,0,26.4,73,26.03,0
CUST-0203,Olivia Smith,Starlight Systems,olivia.smith@starlightsystems.com,Starter,49.0,2025-02-24,16,10,5,4,2.3,31.3,7,89.6,0,100.0,1
CUST-0204,Taylor Smith,TechPulse,taylor.smith@techpulse.com,Enterprise,799.0,2025-03-17,15,7,4,0,3.0,16.43,0,16.4,43,56.36,0
CUST-0205,Sophia Taylor,TechPulse,sophia.taylor@techpulse.com,Starter,49.0,2025-01-31,17,7,3,2,3.14,12.45,0,63.3,37,62.53,0
CUST-0206,Chris Anderson,TechPulse,chris.anderson@techpulse.com,Starter,49.0,2025-07-22,11,8,3,2,2.62,16.08,0,60.1,33,66.99,0
CUST-0207,Emily Johnson,Acme Corp,emily.johnson@acmecorp.com,Pro,199.0,2025-02-17,16,6,1,0,3.83,23.06,0,83.5,81,18.98,0
CUST-0208,Rohan Johnson,Horizon Labs,rohan.johnson@horizonlabs.com,Enterprise,799.0,2025-07-18,11,5,3,2,3.2,52.35,7,83.7,27,72.23,0
CUST-0209,Ananya Chen,Vanguard AI,ananya.chen@vanguardai.com,Enterprise,799.0,2025-03-08,16,9,6,3,2.44,17.03,14,20.0,0,100.0,1
CUST-0210,Rohan Taylor,CloudScale,rohan.taylor@cloudscale.com,Starter,49.0,2025-04-19,14,2,1,1,1.5,7.9,0,68.6,50,49.14,0
CUST-0211,Casey Garcia,Acme Corp,casey.garcia@acmecorp.com,Starter,49.0,2025-08-08,10,7,4,0,2.57,21.77,0,31.8,41,58.25,0
CUST-0212,Pat Jackson,Acme Corp,pat.jackson@acmecorp.com,Pro,199.0,2025-07-06,12,2,1,0,4.0,51.0,0,24.1,68,31.59,0
CUST-0213,Chris Kim,ByteWorks,chris.kim@byteworks.com,Pro,199.0,2025-04-01,15,10,7,4,2.1,45.2,14,81.3,0,100.0,1
CUST-0214,Noah Chen,TechPulse,noah.chen@techpulse.com,Enterprise,799.0,2025-07-19,11,4,2,1,2.0,9.35,25,65.8,31,68.42,0
CUST-0215,Priya Garcia,CloudScale,priya.garcia@cloudscale.com,Enterprise,799.0,2025-04-24,14,6,4,2,2.33,25.15,25,79.7,9,90.36,1
CUST-0216,Alex Garcia,QuantumSoft,alex.garcia@quantumsoft.com,Enterprise,799.0,2025-01-17,17,3,0,0,4.67,7.9,0,36.9,91,8.98,0
CUST-0217,Pat Williams,InnoWave,pat.williams@innowave.com,Enterprise,799.0,2025-10-10,8,6,5,1,2.0,68.8,3,63.3,12,87.47,1
CUST-0218,Liam Patel,ByteWorks,liam.patel@byteworks.com,Starter,49.0,2025-02-28,16,4,2,0,2.5,12.9,0,37.2,57,42.28,0
CUST-0219,Olivia Williams,Vanguard AI,olivia.williams@vanguardai.com,Enterprise,799.0,2025-08-04,11,8,3,5,2.5,23.46,0,23.4,0,100.0,1
CUST-0220,Rohan Davis,TechPulse,rohan.davis@techpulse.com,Starter,49.0,2025-04-08,14,7,4,2,2.86,22.6,0,32.0,24,75.94,0
CUST-0221,Pat Kim,ByteWorks,pat.kim@byteworks.com,Starter,49.0,2025-09-07,9,3,1,0,4.0,12.85,0,69.9,80,19.01,0
CUST-0222,Noah Brown,TechPulse,noah.brown@techpulse.com,Pro,199.0,2025-02-24,16,3,1,0,3.67,37.4,0,19.3,73,26.74,0
CUST-0223,Casey Patel,Apex Global,casey.patel@apexglobal.com,Starter,49.0,2025-07-15,11,8,5,3,2.5,32.17,0,92.0,9,90.8,1
CUST-0224,Rohan Sharma,Acme Corp,rohan.sharma@acmecorp.com,Starter,49.0,2025-05-16,13,3,1,0,4.33,12.1,0,54.3,82,17.9,0
CUST-0225,Priya Thomas,DataFlow,priya.thomas@dataflow.com,Enterprise,799.0,2025-09-07,9,6,3,2,3.17,25.13,0,61.4,37,62.53,0
CUST-0226,Aarav Brown,ByteWorks,aarav.brown@byteworks.com,Pro,199.0,2025-10-18,8,7,4,2,2.71,7.03,14,48.8,16,83.81,1
CUST-0227,Morgan Rodriguez,DataFlow,morgan.rodriguez@dataflow.com,Enterprise,799.0,2025-06-09,12,4,3,1,2.0,23.1,14,52.3,28,71.17,0
CUST-0228,Rohan Kim,Acme Corp,rohan.kim@acmecorp.com,Enterprise,799.0,2025-01-14,17,8,4,2,1.88,22.9,0,52.9,18,81.71,0
CUST-0229,Liam Kim,ByteWorks,liam.kim@byteworks.com,Starter,49.0,2025-03-04,16,6,3,1,2.83,35.23,3,17.7,38,61.36,0
CUST-0230,Olivia Kim,Acme Corp,olivia.kim@acmecorp.com,Pro,199.0,2025-03-13,15,9,3,2,3.0,26.42,0,50.3,35,64.97,0
CUST-0231,Priya Smith,TechPulse,priya.smith@techpulse.com,Pro,199.0,2025-02-25,16,9,4,1,3.33,13.86,0,92.4,43,56.09,0
CUST-0232,Taylor Thomas,Vanguard AI,taylor.thomas@vanguardai.com,Starter,49.0,2025-09-23,9,10,3,1,3.3,24.37,14,74.8,41,58.52,0
CUST-0233,Sophia Jackson,Acme Corp,sophia.jackson@acmecorp.com,Starter,49.0,2025-05-08,13,2,0,1,3.5,11.75,0,67.5,74,25.25,0
CUST-0234,Taylor Rodriguez,Synergy Tech,taylor.rodriguez@synergytech.com,Starter,49.0,2025-09-11,9,7,2,3,3.14,10.68,0,67.8,35,64.08,0
CUST-0235,Jordan Thomas,Starlight Systems,jordan.thomas@starlightsystems.com,Pro,199.0,2025-01-14,17,7,5,1,2.71,9.45,0,92.3,30,69.06,0
CUST-0236,Emily Thomas,CloudScale,emily.thomas@cloudscale.com,Pro,199.0,2025-01-30,17,3,1,0,3.33,12.0,0,18.4,70,29.49,0
CUST-0237,Riley Johnson,Horizon Labs,riley.johnson@horizonlabs.com,Pro,199.0,2025-05-12,13,2,1,1,1.5,18.6,7,81.3,47,52.07,0
CUST-0238,Rohan Williams,QuantumSoft,rohan.williams@quantumsoft.com,Pro,199.0,2025-05-25,13,4,3,1,1.75,65.8,0,67.6,28,71.24,0
CUST-0239,Sam Verma,Starlight Systems,sam.verma@starlightsystems.com,Enterprise,799.0,2025-02-10,16,3,1,2,2.0,60.9,7,74.9,33,66.71,0
CUST-0240,Morgan Davis,Nexus Solutions,morgan.davis@nexussolutions.com,Enterprise,799.0,2025-07-29,11,7,2,1,4.0,46.9,14,87.3,56,43.67,0
CUST-0241,Priya Jones,ByteWorks,priya.jones@byteworks.com,Enterprise,799.0,2025-10-13,8,5,4,1,2.8,15.1,3,54.5,34,65.95,0
CUST-0242,Jordan Jackson,Synergy Tech,jordan.jackson@synergytech.com,Enterprise,799.0,2025-10-24,8,10,4,3,3.1,32.03,0,73.2,20,79.88,0
CUST-0243,Aarav Garcia,Synergy Tech,aarav.garcia@synergytech.com,Pro,199.0,2025-05-22,13,9,5,1,3.0,24.62,0,24.0,26,73.6,0
CUST-0244,Dakota Chen,Nexus Solutions,dakota.chen@nexussolutions.com,Pro,199.0,2025-05-07,14,8,5,3,2.38,39.17,14,22.2,0,100.0,1
CUST-0245,Priya Thomas,Apex Global,priya.thomas@apexglobal.com,Enterprise,799.0,2025-01-26,17,10,5,3,3.0,26.32,25,37.8,0,100.0,1
CUST-0246,Liam Davis,ByteWorks,liam.davis@byteworks.com,Starter,49.0,2025-09-12,9,8,5,1,3.12,32.73,14,25.2,19,80.88,0
CUST-0247,Alex Garcia,Synergy Tech,alex.garcia@synergytech.com,Enterprise,799.0,2025-03-04,16,4,3,1,3.25,4.7,0,26.3,44,55.37,0
CUST-0248,Liam Miller,Starlight Systems,liam.miller@starlightsystems.com,Enterprise,799.0,2025-07-10,11,10,3,3,3.1,27.19,0,26.5,23,76.55,0
CUST-0249,Emily Smith,InnoWave,emily.smith@innowave.com,Starter,49.0,2025-01-27,17,4,4,1,2.5,24.0,14,59.8,25,74.42,0
CUST-0250,Emily Rodriguez,QuantumSoft,emily.rodriguez@quantumsoft.com,Starter,49.0,2025-10-13,8,8,3,3,3.12,12.66,7,22.8,19,80.92,0
CUST-0251,Sophia Rodriguez,CloudScale,sophia.rodriguez@cloudscale.com,Enterprise,799.0,2025-01-09,17,7,3,2,3.29,19.5,0,39.6,36,63.75,0
CUST-0252,Pat Jones,DataFlow,pat.jones@dataflow.com,Starter,49.0,2025-07-14,11,6,4,1,2.83,37.55,0,35.7,34,65.76,0
CUST-0253,Siddharth Rodriguez,Acme Corp,siddharth.rodriguez@acmecorp.com,Starter,49.0,2025-09-22,9,4,1,1,3.0,21.2,14,52.9,52,47.11,0
CUST-0254,Riley Rodriguez,Horizon Labs,riley.rodriguez@horizonlabs.com,Pro,199.0,2025-06-22,12,9,4,4,2.33,48.76,0,40.5,0,100.0,1
CUST-0255,Ananya Sharma,DataFlow,ananya.sharma@dataflow.com,Enterprise,799.0,2025-08-06,10,8,2,1,3.12,19.95,0,39.2,52,47.08,0
CUST-0256,Casey Brown,Vanguard AI,casey.brown@vanguardai.com,Pro,199.0,2025-09-15,9,7,3,1,3.43,32.6,0,21.7,45,54.4,0
CUST-0257,Morgan Jones,Horizon Labs,morgan.jones@horizonlabs.com,Starter,49.0,2025-09-10,9,8,4,1,3.0,35.65,14,67.6,30,69.64,0
CUST-0258,Casey Rodriguez,Nexus Solutions,casey.rodriguez@nexussolutions.com,Enterprise,799.0,2025-06-12,12,3,3,1,2.33,24.0,7,42.2,34,65.31,0
CUST-0259,Priya Kim,TechPulse,priya.kim@techpulse.com,Pro,199.0,2025-09-13,9,5,4,1,2.2,15.7,0,45.3,30,69.87,0
CUST-0260,Morgan Brown,ByteWorks,morgan.brown@byteworks.com,Starter,49.0,2025-04-19,14,3,1,1,3.67,43.5,14,33.0,56,43.77,0
CUST-0261,Ananya Taylor,Starlight Systems,ananya.taylor@starlightsystems.com,Pro,199.0,2025-05-27,13,9,3,0,3.33,28.3,0,82.0,60,39.13,0
CUST-0262,Chris Davis,Nexus Solutions,chris.davis@nexussolutions.com,Enterprise,799.0,2025-02-05,17,2,1,0,2.5,52.1,0,53.5,59,40.65,0
CUST-0263,Jordan Mahato,Starlight Systems,jordan.mahato@starlightsystems.com,Pro,199.0,2025-01-21,17,7,5,0,2.86,11.4,0,60.4,38,61.1,0
CUST-0264,Dakota Taylor,Horizon Labs,dakota.taylor@horizonlabs.com,Pro,199.0,2025-05-31,13,4,4,0,2.0,24.0,0,45.2,38,61.48,0
CUST-0265,Emily Garcia,Synergy Tech,emily.garcia@synergytech.com,Pro,199.0,2025-03-31,15,9,1,1,4.0,18.12,25,24.3,51,48.57,0
CUST-0266,Taylor Taylor,CloudScale,taylor.taylor@cloudscale.com,Starter,49.0,2025-10-05,8,5,3,1,2.8,34.3,25,28.1,26,73.79,0
CUST-0267,Taylor Chen,QuantumSoft,taylor.chen@quantumsoft.com,Pro,199.0,2025-02-18,16,9,4,1,3.22,32.54,0,31.7,36,63.05,0
CUST-0268,Casey Mahato,InnoWave,casey.mahato@innowave.com,Starter,49.0,2025-06-14,12,8,4,3,3.38,38.4,0,76.8,22,77.32,0
CUST-0269,Taylor Sharma,InnoWave,taylor.sharma@innowave.com,Pro,199.0,2025-04-20,14,4,2,1,3.75,38.85,3,61.0,58,41.7,0
CUST-0270,Taylor Williams,Vanguard AI,taylor.williams@vanguardai.com,Starter,49.0,2025-10-13,8,3,2,0,3.0,14.6,0,86.2,66,33.38,0
CUST-0271,Ananya Jackson,DataFlow,ananya.jackson@dataflow.com,Starter,49.0,2025-07-19,11,2,0,1,3.0,31.8,0,30.1,67,32.99,0
CUST-0272,Sam Miller,DataFlow,sam.miller@dataflow.com,Starter,49.0,2025-02-21,16,2,1,0,3.0,8.7,0,33.6,69,30.64,0
CUST-0273,Pat Patel,Acme Corp,pat.patel@acmecorp.com,Starter,49.0,2025-08-14,10,3,1,0,4.0,8.0,0,90.3,83,16.97,0
CUST-0274,Olivia Patel,Horizon Labs,olivia.patel@horizonlabs.com,Pro,199.0,2025-08-01,11,5,3,0,2.8,9.25,0,82.8,56,43.32,0
CUST-0275,Chris Jackson,Acme Corp,chris.jackson@acmecorp.com,Starter,49.0,2025-09-23,9,4,2,1,2.75,26.85,3,64.8,50,49.32,0
CUST-0276,Alex Smith,InnoWave,alex.smith@innowave.com,Starter,49.0,2025-08-29,10,2,2,1,2.0,24.0,14,94.1,41,58.99,0
CUST-0277,Morgan Taylor,Nexus Solutions,morgan.taylor@nexussolutions.com,Pro,199.0,2025-10-02,9,9,4,2,3.11,21.46,0,65.3,29,70.58,0
CUST-0278,Noah Verma,Nexus Solutions,noah.verma@nexussolutions.com,Starter,49.0,2025-08-21,10,6,2,1,4.0,49.88,0,26.3,50,49.37,0
CUST-0279,Riley Smith,CloudScale,riley.smith@cloudscale.com,Enterprise,799.0,2025-07-01,12,10,4,1,2.7,25.08,0,56.6,35,64.74,0
CUST-0280,Liam Brown,Starlight Systems,liam.brown@starlightsystems.com,Enterprise,799.0,2025-08-30,10,5,3,2,2.2,45.65,3,66.2,28,71.58,0
CUST-0281,Aarav Chen,QuantumSoft,aarav.chen@quantumsoft.com,Pro,199.0,2025-07-02,12,3,3,0,1.0,24.0,0,23.6,36,63.64,0
CUST-0282,Morgan Jackson,Apex Global,morgan.jackson@apexglobal.com,Starter,49.0,2025-05-03,14,7,3,1,3.14,31.38,7,64.3,43,56.63,0
CUST-0283,Riley Sharma,DataFlow,riley.sharma@dataflow.com,Starter,49.0,2025-02-16,16,8,5,1,2.25,15.93,0,81.7,26,73.83,0
CUST-0284,Riley Davis,CloudScale,riley.davis@cloudscale.com,Pro,199.0,2025-04-21,14,4,1,1,3.5,39.1,0,40.7,64,35.93,0
CUST-0285,Riley Thomas,Vanguard AI,riley.thomas@vanguardai.com,Starter,49.0,2025-02-19,16,10,3,4,3.4,28.39,25,73.3,5,94.47,1
CUST-0286,Morgan Verma,Vanguard AI,morgan.verma@vanguardai.com,Enterprise,799.0,2025-07-18,11,8,4,5,2.12,30.43,0,80.1,0,100.0,1
CUST-0287,Olivia Johnson,Synergy Tech,olivia.johnson@synergytech.com,Starter,49.0,2025-06-09,12,6,3,2,3.17,43.47,14,75.6,30,69.51,0
CUST-0288,Pat Mahato,InnoWave,pat.mahato@innowave.com,Starter,49.0,2025-08-18,10,5,4,2,2.6,8.8,7,92.1,23,76.19,0
CUST-0289,Jordan Chen,Horizon Labs,jordan.chen@horizonlabs.com,Enterprise,799.0,2025-09-26,9,4,2,1,2.5,41.7,0,44.7,48,51.53,0
CUST-0290,Ananya Johnson,TechPulse,ananya.johnson@techpulse.com,Starter,49.0,2025-05-07,14,6,5,3,1.83,3.6,3,23.7,0,100.0,1
CUST-0291,Pat Williams,Synergy Tech,pat.williams@synergytech.com,Pro,199.0,2025-04-13,14,4,0,2,3.0,24.2,3,88.7,61,38.93,0
CUST-0292,Priya Kim,CloudScale,priya.kim@cloudscale.com,Enterprise,799.0,2025-01-29,17,8,3,3,3.0,16.62,25,57.9,10,89.21,1
CUST-0293,Sam Mahato,QuantumSoft,sam.mahato@quantumsoft.com,Enterprise,799.0,2025-03-31,15,8,4,2,3.0,32.83,0,42.0,26,73.8,0
CUST-0294,Chris Verma,Synergy Tech,chris.verma@synergytech.com,Pro,199.0,2025-04-03,15,9,4,2,2.22,28.1,0,93.1,25,74.91,0
CUST-0295,Sam Kim,Apex Global,sam.kim@apexglobal.com,Starter,49.0,2025-03-11,15,8,3,1,3.62,26.34,3,75.0,50,49.3,0
CUST-0296,Siddharth Williams,InnoWave,siddharth.williams@innowave.com,Enterprise,799.0,2025-01-17,17,4,2,1,3.5,22.45,25,88.5,45,54.15,0
CUST-0297,Taylor Sharma,Synergy Tech,taylor.sharma@synergytech.com,Starter,49.0,2025-01-12,17,4,2,2,2.5,4.3,0,22.3,36,63.77,0
CUST-0298,Taylor Smith,ByteWorks,taylor.smith@byteworks.com,Enterprise,799.0,2025-04-30,14,5,1,1,3.4,13.75,0,57.4,64,35.06,0
CUST-0299,Casey Mahato,Starlight Systems,casey.mahato@starlightsystems.com,Starter,49.0,2025-02-03,17,2,0,1,3.5,27.2,3,73.2,73,26.48,0
CUST-0300,Aarav Kim,InnoWave,aarav.kim@innowave.com,Enterprise,799.0,2025-09-03,10,7,4,1,2.86,13.1,3,81.4,37,62.8,0
CUST-0301,Sophia Rodriguez,CloudScale,sophia.rodriguez@cloudscale.com,Starter,49.0,2025-09-07,9,9,5,0,2.89,41.3,0,54.1,38,61.48,0
CUST-0302,Emily Smith,InnoWave,emily.smith@innowave.com,Enterprise,799.0,2025-02-18,16,8,4,1,3.12,25.15,3,17.0,32,67.1,0
CUST-0303,Rohan Williams,InnoWave,rohan.williams@innowave.com,Pro,199.0,2025-03-17,15,9,5,6,2.33,29.2,14,66.3,0,100.0,1
CUST-0304,Sam Thomas,Apex Global,sam.thomas@apexglobal.com,Starter,49.0,2025-08-18,10,4,2,3,2.75,26.95,0,31.0,29,70.9,0
CUST-0305,Jordan Miller,CloudScale,jordan.miller@cloudscale.com,Enterprise,799.0,2025-09-09,9,2,1,0,4.0,22.1,0,59.5,79,20.05,0
CUST-0306,Liam Verma,TechPulse,liam.verma@techpulse.com,Starter,49.0,2025-05-12,13,7,3,1,3.29,29.3,0,88.7,51,48.84,0
CUST-0307,Emily Thomas,Vanguard AI,emily.thomas@vanguardai.com,Pro,199.0,2025-05-08,13,3,1,0,3.0,12.2,0,48.4,70,29.16,0
CUST-0308,Alex Mahato,Starlight Systems,alex.mahato@starlightsystems.com,Starter,49.0,2025-03-03,16,6,4,3,1.83,14.15,25,31.2,0,100.0,1
CUST-0309,Casey Miller,CloudScale,casey.miller@cloudscale.com,Enterprise,799.0,2025-08-18,10,2,2,1,1.5,24.0,0,44.9,40,59.51,0
CUST-0310,Priya Thomas,Synergy Tech,priya.thomas@synergytech.com,Starter,49.0,2025-06-14,12,7,2,1,3.43,42.44,7,54.1,52,47.36,0
CUST-0311,Aarav Patel,Synergy Tech,aarav.patel@synergytech.com,Pro,199.0,2025-09-25,9,8,2,4,2.88,26.37,0,48.8,21,78.12,0
CUST-0312,Noah Patel,QuantumSoft,noah.patel@quantumsoft.com,Pro,199.0,2025-01-14,17,8,6,2,2.12,28.9,14,77.1,0,100.0,1
CUST-0313,Chris Verma,Acme Corp,chris.verma@acmecorp.com,Pro,199.0,2025-04-04,15,5,4,3,2.6,11.6,25,47.1,0,100.0,1
CUST-0314,Sam Brown,Acme Corp,sam.brown@acmecorp.com,Starter,49.0,2025-02-14,16,4,2,1,3.0,9.65,0,39.3,51,48.07,0
CUST-0315,Sam Sharma,CloudScale,sam.sharma@cloudscale.com,Pro,199.0,2025-04-20,14,5,3,0,2.4,13.3,0,63.5,51,48.45,0
CUST-0316,Riley Jones,Nexus Solutions,riley.jones@nexussolutions.com,Enterprise,799.0,2025-09-18,9,8,6,1,2.88,17.35,3,36.1,16,83.19,1
CUST-0317,Pat Jones,Starlight Systems,pat.jones@starlightsystems.com,Enterprise,799.0,2025-06-01,13,5,5,2,2.4,24.0,14,15.3,2,97.67,1
CUST-0318,Casey Taylor,Nexus Solutions,casey.taylor@nexussolutions.com,Enterprise,799.0,2025-10-26,8,6,1,2,3.5,32.0,7,82.3,54,45.97,0
CUST-0319,Sam Smith,Synergy Tech,sam.smith@synergytech.com,Enterprise,799.0,2025-06-12,12,5,1,2,3.2,51.25,25,50.4,29,70.36,0
CUST-0320,Ananya Verma,Acme Corp,ananya.verma@acmecorp.com,Enterprise,799.0,2025-05-20,13,5,1,0,3.6,14.28,0,60.7,76,23.13,0
CUST-0321,Priya Verma,Acme Corp,priya.verma@acmecorp.com,Pro,199.0,2025-08-12,10,9,4,3,2.22,19.7,7,72.9,8,91.13,1
CUST-0322,Chris Davis,Starlight Systems,chris.davis@starlightsystems.com,Starter,49.0,2025-06-16,12,4,1,2,3.25,27.8,3,51.9,51,48.61,0
CUST-0323,Emily Verma,Synergy Tech,emily.verma@synergytech.com,Enterprise,799.0,2025-07-26,11,10,8,1,2.1,42.7,0,62.9,0,100.0,1
CUST-0324,Liam Thomas,Nexus Solutions,liam.thomas@nexussolutions.com,Starter,49.0,2025-09-03,10,3,1,3,1.67,24.45,3,44.4,27,72.03,0
CUST-0325,Liam Jackson,Apex Global,liam.jackson@apexglobal.com,Pro,199.0,2025-09-07,9,8,5,1,2.75,17.53,25,91.5,16,83.85,1
CUST-0326,Sophia Thomas,Horizon Labs,sophia.thomas@horizonlabs.com,Pro,199.0,2025-06-17,12,10,5,2,2.8,21.44,0,62.8,18,81.32,0
CUST-0327,Noah Verma,Apex Global,noah.verma@apexglobal.com,Starter,49.0,2025-02-12,16,3,1,1,2.67,3.75,0,18.1,55,44.86,0
CUST-0328,Noah Williams,Acme Corp,noah.williams@acmecorp.com,Enterprise,799.0,2025-01-01,18,5,4,0,2.0,60.2,0,39.5,29,70.05,0
CUST-0329,Ananya Chen,Starlight Systems,ananya.chen@starlightsystems.com,Starter,49.0,2025-06-08,12,7,6,2,2.29,2.8,25,25.6,0,100.0,1
CUST-0330,Rohan Sharma,Starlight Systems,rohan.sharma@starlightsystems.com,Enterprise,799.0,2025-04-05,15,2,2,1,2.0,24.0,0,48.4,44,55.16,0
CUST-0331,Alex Patel,Horizon Labs,alex.patel@horizonlabs.com,Pro,199.0,2025-07-10,11,7,3,1,3.14,15.82,0,49.4,46,53.92,0
CUST-0332,Taylor Rodriguez,Synergy Tech,taylor.rodriguez@synergytech.com,Enterprise,799.0,2025-08-02,11,2,0,0,4.5,51.8,0,73.1,85,14.69,0
CUST-0333,Chris Thomas,QuantumSoft,chris.thomas@quantumsoft.com,Starter,49.0,2025-01-08,17,8,6,3,2.62,12.65,0,94.4,2,97.56,1
